Federal Provider Number,longest_streak
115690,0
115691,0
115692,0
115694,0
115695,0
115696,0
115697,0
115700,0
115701,0
115702,0
115703,0
115704,0
115705,0
115706,0
115707,0
115708,0
115709,0
115710,0
115711,0
115712,0
115713,0
115714,0
115715,0
115716,0
115717,0
115718,0
115719,0
115720,0
115721,0
115722,0
115723,0
115724,0
115725,0
115726,0
115727,0
115728,0
115729,0
115730,0
115732,0
115733,0
115771,0
115772,0
115773,0
115774,0
115775,0
11A186,0
11A200,0
125002,0
125003,0
125004,0
125007,0
125009,0
125010,0
125011,0
125013,0
125014,0
125015,0
125019,0
125020,0
125021,0
125023,0
125024,0
125026,0
125029,0
125032,0
125033,0
125038,0
125040,0
125041,0
125042,0
125043,0
125045,0
125046,0
125047,0
125048,0
125050,0
125051,0
125052,0
125055,0
125056,0
125057,0
125058,0
125059,0
125061,0
125062,0
125063,0
125064,0
125065,0
125066,0
125067,0
135004,0
135006,0
135007,0
135010,0
135011,0
135014,0
135015,0
135018,0
135019,0
135020,0
135021,0
135038,0
135042,0
135048,0
135051,0
135052,0
135053,0
135055,0
135056,0
135058,0
135059,0
135062,0
135064,0
135065,0
135066,0
135067,0
135068,0
135069,0
135070,0
135075,0
135076,0
135077,0
135079,0
135080,0
135081,0
135082,0
135084,0
135087,0
135089,0
135090,0
135091,0
135092,0
135093,0
135094,0
135095,0
135097,0
135098,0
135102,0
135103,0
135104,0
135105,0
135110,0
135111,0
135113,0
135114,0
135116,0
135122,0
135123,0
135125,0
135127,0
135128,0
135129,0
135130,0
135131,0
135132,0
135133,0
135134,0
135135,0
135136,0
135137,0
135138,0
135139,0
135140,0
135141,0
135142,0
135143,0
135144,0
135145,0
135146,0
135147,0
145000,0
145004,0
145006,0
145008,0
145011,0
145012,0
145016,0
145021,0
145024,0
145026,0
145027,0
145029,0
145031,0
145039,0
145043,0
145044,0
145045,0
145050,0
145058,0
145062,0
145070,0
145087,0
145102,0
145111,0
145121,0
145122,0
145126,0
145135,0
145136,0
145142,0
145151,0
145160,0
145171,0
145173,0
145180,0
145183,0
145197,0
145198,0
145199,0
145200,0
145208,0
145211,0
145213,0
145219,0
145220,0
145221,0
145222,0
145229,0
145234,0
145235,0
145237,0
145239,0
145241,0
145243,0
145244,0
145246,0
145247,0
145248,0
145256,0
145257,0
145259,0
145261,0
145266,0
145267,0
145268,0
145269,0
145271,0
145273,0
145275,0
145278,0
145285,0
145286,0
145289,0
145290,0
145294,0
145295,0
145304,0
145307,0
145308,0
145309,0
145312,0
145316,0
145319,0
145323,0
145324,0
145329,0
145333,0
145334,0
145336,0
145337,0
145338,0
145339,0
145341,0
145343,0
145344,0
145347,0
145350,0
145358,0
145363,0
145364,0
145367,0
145370,0
145371,0
145372,0
145376,0
145379,0
145380,0
145381,0
145382,0
145384,0
145386,0
145387,0
145388,0
145389,0
145400,0
145403,0
145404,0
145405,0
145406,0
145409,0
145410,0
145411,0
145413,0
145414,0
145415,0
145416,0
145418,0
145419,0
145420,0
145422,0
145424,0
145426,0
145427,0
145429,0
145430,0
145431,0
145433,0
145434,0
145436,0
145437,0
145438,0
145439,0
145440,0
145441,0
145442,0
145443,0
145445,0
145446,0
145447,0
145449,0
145450,0
145452,0
145453,0
145454,0
145456,0
145457,0
145458,0
145460,0
145464,0
145465,0
145466,0
145468,0
145469,0
145470,0
145473,0
145476,0
145478,0
145479,0
145480,0
145482,0
145483,0
145484,0
145486,0
145488,0
145489,0
145494,0
145495,0
145497,0
145499,0
145500,0
145502,0
145507,0
145508,0
145510,0
145511,0
145514,0
145515,0
145517,0
145518,0
145519,0
145522,0
145524,0
145526,0
145527,0
145532,0
145536,0
145538,0
145546,0
145547,0
145548,0
145549,0
145552,0
145555,0
145556,0
145557,0
145563,0
145568,0
145571,0
145572,0
145579,0
145581,0
145582,0
145584,0
145585,0
145590,0
145591,0
145593,0
145596,0
145597,0
145598,0
145600,0
145601,0
145602,0
145603,0
145604,0
145606,0
145607,0
145608,0
145609,0
145610,0
145611,0
145612,0
145613,0
145614,0
145615,0
145616,0
145618,0
145619,0
145620,0
145621,0
145623,0
145624,0
145625,0
145626,0
145628,0
145629,0
145630,0
145631,0
145632,0
145634,0
145636,0
145637,0
145638,0
145639,0
145643,0
145646,0
145647,0
145648,0
145649,0
145650,0
145651,0
145652,0
145654,0
145655,0
145656,0
145657,0
145658,0
145659,0
145660,0
145661,0
145662,0
145663,0
145664,0
145665,0
145666,0
145667,0
145668,0
145669,0
145670,0
145671,0
145673,0
145678,0
145679,0
145680,0
145681,0
145683,0
145684,0
145685,0
145688,0
145689,0
145691,0
145692,0
145694,0
145696,0
145697,0
145699,0
145700,0
145701,0
145702,0
145703,0
145704,0
145706,0
145708,0
145710,0
145711,0
145712,0
145713,0
145714,0
145715,0
145717,0
145718,0
145719,0
145720,0
145721,0
145724,0
145726,0
145727,0
145728,0
145729,0
145730,0
145731,0
145732,0
145733,0
145734,0
145735,0
145736,0
145737,0
145739,0
145740,0
145741,0
145743,0
145744,0
145748,0
145751,0
145752,0
145753,0
145757,0
145758,0
145759,0
145760,0
145761,0
145764,0
145765,0
145767,0
145768,0
145769,0
145770,0
145771,0
145772,0
145773,0
145774,0
145775,0
145776,0
145778,0
145779,0
145781,0
145783,0
145784,0
145785,0
145786,0
145789,0
145791,0
145792,0
145793,0
145794,0
145795,0
145796,0
145798,0
145800,0
145801,0
145803,0
145804,0
145806,0
145807,0
145809,0
145811,0
145813,0
145816,0
145818,0
145819,0
145820,0
145821,0
145825,0
145827,0
145828,0
145829,0
145830,0
145832,0
145834,0
145835,0
145836,0
145837,0
145838,0
145839,0
145840,0
145841,0
145842,0
145843,0
145844,0
145846,0
145847,0
145848,0
145850,0
145851,0
145852,0
145853,0
145857,0
145858,0
145860,0
145862,0
145863,0
145864,0
145866,0
145867,0
145868,0
145869,0
145872,0
145874,0
145875,0
145877,0
145878,0
145879,0
145880,0
145881,0
145883,0
145885,0
145886,0
145887,0
145888,0
145890,0
145891,0
145892,0
145893,0
145895,0
145897,0
145898,0
145899,0
145901,0
145903,0
145904,0
145905,0
145906,0
145907,0
145908,0
145909,0
145910,0
145911,0
145913,0
145914,0
145917,0
145918,0
145920,0
145921,0
145922,0
145923,0
145926,0
145927,0
145928,0
145930,0
145931,0
145932,0
145933,0
145935,0
145936,0
145937,0
145938,0
145939,0
145942,0
145944,0
145945,0
145946,0
145947,0
145948,0
145949,0
145950,0
145951,0
145952,0
145953,0
145956,0
145958,0
145960,0
145961,0
145963,0
145964,0
145965,0
145967,0
145968,0
145969,0
145970,0
145971,0
145974,0
145975,0
145977,0
145978,0
145979,0
145980,0
145981,0
145982,0
145983,0
145984,0
145985,0
145986,0
145987,0
145989,0
145990,0
145993,0
145994,0
145995,0
145996,0
145998,0
145999,0
146000,0
146001,0
146003,0
146006,0
146007,0
146008,0
146009,0
146010,0
146011,0
146013,0
146014,0
146015,0
146016,0
146017,0
146018,0
146019,0
146020,0
146021,0
146023,0
146025,0
146026,0
146028,0
146029,0
146030,0
146031,0
146032,0
146033,0
146034,0
146036,0
146037,0
146038,0
146039,0
146040,0
146041,0
146042,0
146043,0
146045,0
146046,0
146047,0
146048,0
146049,0
146050,0
146051,0
146052,0
146053,0
146054,0
146056,0
146057,0
146058,0
146059,0
146061,0
146062,0
146063,0
146065,0
146066,0
146067,0
146068,0
146069,0
146070,0
146071,0
146074,0
146075,0
146076,0
146077,0
146078,0
146080,0
146082,0
146083,0
146084,0
146085,0
146086,0
146088,0
146090,0
146091,0
146092,0
146093,0
146094,0
146095,0
146096,0
146097,0
146098,0
146099,0
146100,0
146101,0
146102,0
146103,0
146104,0
146105,0
146106,0
146107,0
146108,0
146110,0
146111,0
146112,0
146113,0
146114,0
146115,0
146116,0
146117,0
146118,0
146119,0
146121,0
146122,0
146123,0
146124,0
146125,0
146126,0
146127,0
146128,0
146130,0
146131,0
146132,0
146133,0
146134,0
146136,0
146138,0
146139,0
146140,0
146141,0
146142,0
146143,0
146144,0
146145,0
146146,0
146147,0
146148,0
146149,0
146151,0
146152,0
146153,0
146154,0
146155,0
146156,0
146157,0
146159,0
146160,0
146161,0
146162,0
146164,0
146165,0
146166,0
146167,0
146168,0
146169,0
146170,0
146171,0
146172,0
146173,0
146174,0
146175,0
146176,0
146177,0
146178,0
146179,0
146180,0
146181,0
146182,0
146183,0
146184,0
146185,0
146186,0
146187,0
146188,0
146189,0
146191,0
146192,0
146193,0
146194,0
146195,0
146196,0
146197,0
14A057,0
14A357,0
14A383,0
14A453,0
14E095,0
14E169,0
14E177,0
14E212,0
14E247,0
14E264,0
14E306,0
14E322,0
14E345,0
14E361,0
14E392,0
14E579,0
14E701,0
14E812,0
14E847,0
14E848,0
14E888,0
155001,0
155003,0
155005,0
155006,0
155019,0
155022,0
155026,0
155029,0
155038,0
155039,0
155041,0
155042,0
155049,0
155053,0
155059,0
155061,0
155062,0
155064,0
155066,0
155070,0
155072,0
155073,0
155076,0
155077,0
155086,0
155089,0
155094,0
155095,0
155100,0
155102,0
155103,0
155104,0
155106,0
155109,0
155115,0
155118,0
155120,0
155121,0
155124,0
155126,0
155128,0
155131,0
155132,0
155133,0
155135,0
155136,0
155137,0
155138,0
155139,0
155143,0
155145,0
155148,0
155149,0
155150,0
155152,0
155153,0
155154,0
155156,0
155157,0
155158,0
155159,0
155160,0
155162,0
155165,0
155166,0
155167,0
155170,0
155171,0
155173,0
155176,0
155177,0
155178,0
155181,0
155183,0
155187,0
155188,0
155191,0
155193,0
155196,0
155198,0
155199,0
155200,0
155202,0
155203,0
155205,0
155206,0
155207,0
155208,0
155209,0
155210,0
155211,0
155214,0
155215,0
155217,0
155218,0
155219,0
155220,0
155221,0
155222,0
155223,0
155224,0
155226,0
155228,0
155229,0
155230,0
155231,0
155232,0
155233,0
155234,0
155235,0
155236,0
155237,0
155238,0
155241,0
155242,0
155243,0
155245,0
155246,0
155247,0
155248,0
155249,0
155251,0
155252,0
155254,0
155255,0
155258,0
155262,0
155263,0
155264,0
155265,0
155266,0
155267,0
155269,0
155270,0
155271,0
155272,0
155273,0
155274,0
155275,0
155278,0
155280,0
155282,0
155283,0
155286,0
155287,0
155289,0
155290,0
155291,0
155292,0
155295,0
155297,0
155299,0
155303,0
155304,0
155305,0
155312,0
155319,0
155321,0
155322,0
155324,0
155325,0
155327,0
155328,0
155329,0
155330,0
155331,0
155332,0
155333,0
155334,0
155335,0
155336,0
155338,0
155341,0
155342,0
155343,0
155344,0
155348,0
155349,0
155352,0
155353,0
155354,0
155355,0
155357,0
155358,0
155359,0
155361,0
155362,0
155363,0
155364,0
155367,0
155368,0
155370,0
155374,0
155375,0
155376,0
155377,0
155378,0
155379,0
155381,0
155383,0
155384,0
155385,0
155386,0
155387,0
155388,0
155389,0
155390,0
155392,0
155400,0
155401,0
155402,0
155404,0
155406,0
155409,0
155412,0
155417,0
155419,0
155423,0
155424,0
155426,0
155427,0
155430,0
155432,0
155434,0
155436,0
155442,0
155443,0
155446,0
155448,0
155449,0
155455,0
155459,0
155461,0
155462,0
155468,0
155469,0
155471,0
155472,0
155473,0
155474,0
155475,0
155477,0
155478,0
155479,0
155480,0
155481,0
155482,0
155483,0
155484,0
155486,0
155487,0
155488,0
155489,0
155490,0
155491,0
155493,0
155494,0
155495,0
155496,0
155502,0
155503,0
155505,0
155506,0
155507,0
155508,0
155510,0
155512,0
155519,0
155520,0
155521,0
155522,0
155523,0
155524,0
155525,0
155526,0
155527,0
155530,0
155531,0
155532,0
155535,0
155539,0
155542,0
155543,0
155546,0
155549,0
155551,0
155556,0
155557,0
155561,0
155564,0
155565,0
155566,0
155567,0
155568,0
155570,0
155571,0
155572,0
155573,0
155574,0
155576,0
155578,0
155579,0
155580,0
155581,0
155582,0
155583,0
155586,0
155587,0
155589,0
155593,0
155596,0
155600,0
155604,0
155605,0
155606,0
155607,0
155608,0
155611,0
155614,0
155617,0
155618,0
155620,0
155621,0
155625,0
155627,0
155628,0
155630,0
155631,0
155632,0
155635,0
155636,0
155637,0
155649,0
155650,0
155651,0
155653,0
155654,0
155655,0
155656,0
155657,0
155658,0
155659,0
155660,0
155661,0
155662,0
155665,0
155666,0
155667,0
155668,0
155670,0
155671,0
155672,0
155673,0
155674,0
155675,0
155676,0
155677,0
155678,0
155679,0
155680,0
155681,0
155682,0
155684,0
155685,0
155686,0
155687,0
155688,0
155689,0
155690,0
155691,0
155692,0
155693,0
155694,0
155695,0
155696,0
155697,0
155698,0
155699,0
155700,0
155701,0
155702,0
155703,0
155704,0
155705,0
155707,0
155708,0
155710,0
155712,0
155714,0
155715,0
155716,0
155717,0
155718,0
155719,0
155720,0
155723,0
155724,0
155725,0
155726,0
155727,0
155728,0
155729,0
155730,0
155732,0
155733,0
155734,0
155735,0
155736,0
155738,0
155740,0
155741,0
155742,0
155743,0
155744,0
155745,0
155746,0
155747,0
155751,0
155753,0
155754,0
155755,0
155756,0
155757,0
155758,0
155759,0
155760,0
155761,0
155762,0
155764,0
155765,0
155766,0
155767,0
155768,0
155769,0
155770,0
155771,0
155772,0
155773,0
155775,0
155776,0
155777,0
155779,0
155780,0
155782,0
155783,0
155784,0
155785,0
155786,0
155787,0
155788,0
155789,0
155790,0
155791,0
155792,0
155793,0
155794,0
155795,0
155796,0
155797,0
155798,0
155799,0
155800,0
155801,0
155802,0
155803,0
155804,0
155805,0
155806,0
155807,0
155808,0
155809,0
155810,0
155811,0
155812,0
155813,0
155814,0
155815,0
155816,0
155817,0
155818,0
155819,0
155820,0
155821,0
155822,0
155823,0
155824,0
155825,0
155826,0
155827,0
155828,0
155829,0
155830,0
155831,0
155832,0
155833,0
155834,0
155835,0
155836,0
155837,0
155838,0
155839,0
155840,0
155841,0
155842,0
155843,0
155844,0
155845,0
155846,0
155847,0
155848,0
155849,0
155850,0
155851,0
155852,0
155853,0
155854,0
155855,0
155856,0
155857,0
155858,0
15A011,0
15E064,0
15E247,0
15E667,0
15E681,0
15E683,0
165006,0
165017,0
165019,0
165030,0
165033,0
165034,0
165049,0
165072,0
165081,0
165082,0
165104,0
165110,0
165118,0
165135,0
165145,0
165146,0
165147,0
165151,0
165152,0
165155,0
165156,0
165157,0
165158,0
165161,0
165162,0
165163,0
165165,0
165167,0
165169,0
165170,0
165171,0
165172,0
165173,0
165174,0
165175,0
165176,0
165177,0
165178,0
165179,0
165180,0
165181,0
165183,0
165185,0
165186,0
165187,0
165188,0
165189,0
165190,0
165191,0
165192,0
165193,0
165196,0
165197,0
165198,0
165199,0
165202,0
165203,0
165204,0
165205,0
165206,0
165207,0
165208,0
165209,0
165210,0
165211,0
165213,0
165214,0
165215,0
165217,0
165218,0
165219,0
165220,0
165222,0
165223,0
165224,0
165225,0
165226,0
165227,0
165228,0
165230,0
165231,0
165232,0
165233,0
165234,0
165235,0
165236,0
165237,0
165238,0
165239,0
165240,0
165241,0
165243,0
165245,0
165247,0
165248,0
165249,0
165251,0
165252,0
165253,0
165254,0
165255,0
165256,0
165257,0
165259,0
165260,0
165261,0
165262,0
165263,0
165264,0
165265,0
165266,0
165267,0
165268,0
165269,0
165270,0
165271,0
165272,0
165273,0
165274,0
165275,0
165278,0
165279,0
165280,0
165281,0
165282,0
165283,0
165284,0
165285,0
165286,0
165287,0
165288,0
165290,0
165291,0
165292,0
165293,0
165294,0
165295,0
165296,0
165297,0
165298,0
165299,0
165300,0
165301,0
165302,0
165303,0
165304,0
165305,0
165306,0
165307,0
165308,0
165309,0
165310,0
165311,0
165312,0
165313,0
165314,0
165316,0
165318,0
165320,0
165322,0
165323,0
165324,0
165325,0
165326,0
165327,0
165329,0
165330,0
165331,0
165332,0
165333,0
165334,0
165335,0
165336,0
165337,0
165338,0
165339,0
165340,0
165341,0
165342,0
165343,0
165344,0
165345,0
165346,0
165347,0
165349,0
165350,0
165351,0
165352,0
165353,0
165354,0
165355,0
165356,0
165357,0
165358,0
165359,0
165361,0
165362,0
165363,0
165364,0
165365,0
165366,0
165367,0
165369,0
165372,0
165373,0
165374,0
165375,0
165376,0
165377,0
165379,0
165380,0
165381,0
165382,0
165383,0
165384,0
165385,0
165386,0
165387,0
165388,0
165389,0
165390,0
165391,0
165394,0
165395,0
165396,0
165397,0
165399,0
165401,0
165402,0
165404,0
165405,0
165406,0
165408,0
165411,0
165412,0
165413,0
165414,0
165418,0
165420,0
165421,0
165423,0
165424,0
165425,0
165426,0
165427,0
165428,0
165431,0
165432,0
165433,0
165434,0
165435,0
165436,0
165437,0
165438,0
165439,0
165440,0
165441,0
165442,0
165443,0
165444,0
165445,0
165446,0
165447,0
165448,0
165449,0
165450,0
165451,0
165452,0
165453,0
165455,0
165456,0
165458,0
165460,0
165461,0
165462,0
165463,0
165465,0
165466,0
165467,0
165468,0
165470,0
165471,0
165472,0
165473,0
165474,0
165475,0
165476,0
165478,0
165479,0
165480,0
165481,0
165482,0
165483,0
165484,0
165485,0
165486,0
165487,0
165488,0
165489,0
165490,0
165491,0
165492,0
165494,0
165495,0
165497,0
165498,0
165499,0
165500,0
165501,0
165502,0
165503,0
165504,0
165507,0
165508,0
165509,0
165510,0
165511,0
165513,0
165514,0
165515,0
165516,0
165521,0
165522,0
165523,0
165524,0
165525,0
165527,0
165528,0
165529,0
165530,0
165531,0
165532,0
165533,0
165534,0
165535,0
165536,0
165537,0
165538,0
165539,0
165540,0
165541,0
165542,0
165543,0
165545,0
165546,0
165547,0
165548,0
165549,0
165550,0
165552,0
165553,0
165554,0
165555,0
165556,0
165557,0
165559,0
165561,0
165562,0
165565,0
165566,0
165567,0
165568,0
165569,0
165570,0
165574,0
165575,0
165576,0
165577,0
165578,0
165579,0
165580,0
165583,0
165584,0
165585,0
165586,0
165587,0
165589,0
165590,0
165591,0
165592,0
165593,0
165594,0
165595,0
165597,0
165598,0
165599,0
165601,0
165602,0
165603,0
165604,0
165605,0
165606,0
165607,0
165609,0
165610,0
165611,0
165612,0
165613,0
165614,0
165615,0
165616,0
165617,0
165618,0
165619,0
165620,0
165621,0
165622,0
165623,0
165624,0
165625,0
165626,0
165627,0
165788,0
165789,0
165790,0
165791,0
165792,0
165793,0
16A001,0
16A002,0
16E016,0
16E050,0
16E071,0
16E170,0
16E176,0
16E263,0
16E277,0
16E637,0
16E638,0
16E668,0
16E718,0
16E728,0
16E756,0
16F001,0
16F002,0
175008,0
175044,0
175070,0
175077,0
175078,0
175100,0
175113,0
175114,0
175115,0
175118,0
175122,0
175123,0
175124,0
175126,0
175127,0
175130,0
175133,0
175135,0
175141,0
175145,0
175151,0
175154,0
175157,0
175158,0
175159,0
175162,0
175163,0
175165,0
175168,0
175171,0
175172,0
175173,0
175174,0
175175,0
175176,0
175180,0
175181,0
175182,0
175183,0
175184,0
175185,0
175187,0
175191,0
175200,0
175201,0
175202,0
175205,0
175207,0
175208,0
175210,0
175214,0
175215,0
175216,0
175218,0
175219,0
175220,0
175221,0
175223,0
175224,0
175226,0
175228,0
175229,0
175231,0
175232,0
175233,0
175235,0
175236,0
175237,0
175238,0
175239,0
175240,0
175241,0
175242,0
175243,0
175244,0
175245,0
175246,0
175249,0
175250,0
175253,0
175254,0
175255,0
175256,0
175257,0
175258,0
175260,0
175263,0
175264,0
175267,0
175272,0
175273,0
175274,0
175275,0
175276,0
175280,0
175281,0
175282,0
175286,0
175287,0
175290,0
175291,0
175294,0
175295,0
175297,0
175298,0
175299,0
175300,0
175301,0
175302,0
175303,0
175304,0
175305,0
175306,0
175309,0
175310,0
175313,0
175315,0
175317,0
175322,0
175323,0
175324,0
175327,0
175328,0
175332,0
175333,0
175334,0
175335,0
175336,0
175337,0
175338,0
175340,0
175343,0
175344,0
175346,0
175347,0
175348,0
175350,0
175351,0
175353,0
175354,0
175355,0
175356,0
175357,0
175359,0
175361,0
175363,0
175366,0
175369,0
175373,0
175374,0
175376,0
175377,0
175379,0
175380,0
175383,0
175385,0
175386,0
175387,0
175389,0
175397,0
175399,0
175401,0
175402,0
175403,0
175404,0
175406,0
175407,0
175409,0
175410,0
175411,0
175412,0
175413,0
175414,0
175415,0
175417,0
175418,0
175419,0
175420,0
175422,0
175423,0
175424,0
175425,0
175426,0
175433,0
175434,0
175435,0
175437,0
175439,0
175440,0
175441,0
175444,0
175445,0
175446,0
175448,0
175450,0
175451,0
175452,0
175454,0
175455,0
175456,0
175457,0
175459,0
175463,0
175464,0
175465,0
175466,0
175467,0
175468,0
175470,0
175471,0
175472,0
175473,0
175474,0
175475,0
175477,0
175478,0
175480,0
175481,0
175484,0
175487,0
175488,0
175489,0
175490,0
175491,0
175492,0
175494,0
175497,0
175498,0
175499,0
175500,0
175501,0
175502,0
175503,0
175504,0
175505,0
175506,0
175507,0
175508,0
175509,0
175511,0
175513,0
175514,0
175516,0
175517,0
175520,0
175521,0
175522,0
175524,0
175525,0
175526,0
175527,0
175528,0
175529,0
175530,0
175531,0
175532,0
175533,0
175534,0
175536,0
175539,0
175540,0
175541,0
175542,0
175543,0
175544,0
175545,0
175546,0
175547,0
175548,0
175549,0
175550,0
175551,0
175553,0
175554,0
175555,0
175557,0
175558,0
175559,0
175560,0
175561,0
175562,0
175563,0
175564,0
175565,0
175566,0
175567,0
17A020,0
17A029,0
17E011,0
17E026,0
17E034,0
17E038,0
17E071,0
17E183,0
17E197,0
17E210,0
17E242,0
17E256,0
17E294,0
17E356,0
17E424,0
17E445,0
17E451,0
17E470,0
17E473,0
17E488,0
17E528,0
17E531,0
17E534,0
17E546,0
17E577,0
17E580,0
17E585,0
17E589,0
17E591,0
17E597,0
17E619,0
17E625,0
17E630,0
17E637,0
17E658,0
185003,0
185005,0
185006,0
185008,0
185012,0
185013,0
185015,0
185028,0
185029,0
185038,0
185039,0
185042,0
185046,0
185047,0
185048,0
185049,0
185052,0
185057,0
185061,0
185065,0
185069,0
185076,0
185087,0
185089,0
185090,0
185093,0
185094,0
185095,0
185096,0
185103,0
185112,0
185118,0
185120,0
185122,0
185124,0
185125,0
185127,0
185131,0
185132,0
185133,0
185134,0
185136,0
185137,0
185138,0
185141,0
185142,0
185144,0
185145,0
185146,0
185147,0
185148,0
185149,0
185150,0
185151,0
185152,0
185154,0
185155,0
185157,0
185159,0
185160,0
185164,0
185165,0
185166,0
185167,0
185168,0
185169,0
185170,0
185171,0
185172,0
185173,0
185174,0
185175,0
185176,0
185177,0
185178,0
185180,0
185183,0
185187,0
185192,0
185193,0
185195,0
185197,0
185200,0
185201,0
185205,0
185207,0
185208,0
185209,0
185210,0
185211,0
185213,0
185215,0
185217,0
185218,0
185220,0
185221,0
185222,0
185224,0
185225,0
185226,0
185227,0
185228,0
185229,0
185230,0
185232,0
185234,0
185236,0
185237,0
185238,0
185240,0
185241,0
185242,0
185243,0
185244,0
185246,0
185248,0
185249,0
185250,0
185252,0
185253,0
185254,0
185256,0
185257,0
185258,0
185259,0
185260,0
185261,0
185262,0
185263,0
185264,0
185265,0
185266,0
185267,0
185268,0
185269,0
185270,0
185271,0
185272,0
185273,0
185274,0
185275,0
185276,0
185277,0
185279,0
185282,0
185283,0
185285,0
185286,0
185287,0
185288,0
185290,0
185291,0
185293,0
185294,0
185295,0
185297,0
185298,0
185300,0
185302,0
185304,0
185305,0
185306,0
185309,0
185310,0
185311,0
185312,0
185313,0
185314,0
185315,0
185316,0
185317,0
185318,0
185320,0
185325,0
185326,0
185327,0
185328,0
185329,0
185330,0
185331,0
185332,0
185333,0
185334,0
185335,0
185336,0
185337,0
185338,0
185339,0
185340,0
185341,0
185342,0
185343,0
185344,0
185346,0
185348,0
185349,0
185350,0
185352,0
185353,0
185354,0
185355,0
185358,0
185359,0
185360,0
185361,0
185362,0
185363,0
185364,0
185366,0
185378,0
185379,0
185381,0
185382,0
185383,0
185384,0
185387,0
185388,0
185389,0
185392,0
185394,0
185396,0
185399,0
185400,0
185401,0
185402,0
185407,0
185408,0
185409,0
185410,0
185414,0
185415,0
185418,0
185419,0
185422,0
185423,0
185427,0
185428,0
185430,0
185433,0
185434,0
185435,0
185436,0
185437,0
185438,0
185440,0
185442,0
185443,0
185444,0
185445,0
185446,0
185447,0
185449,0
185451,0
185455,0
185456,0
185461,0
185462,0
185463,0
185464,0
185465,0
185466,0
185467,0
185468,0
185469,0
185470,0
185471,0
185472,0
185473,0
185474,0
185476,0
185477,0
185478,0
185479,0
185480,0
185481,0
185482,0
185483,0
185484,0
185485,0
185486,0
185487,0
195136,0
195139,0
195150,0
195156,0
195177,0
195180,0
195184,0
195185,0
195199,0
195201,0
195203,0
195204,0
195210,0
195213,0
195214,0
195220,0
195221,0
195247,0
195248,0
195249,0
195257,0
195258,0
195265,0
195272,0
195275,0
195278,0
195279,0
195281,0
195291,0
195293,0
195297,0
195301,0
195302,0
195303,0
195304,0
195309,0
195310,0
195312,0
195313,0
195314,0
195315,0
195316,0
195318,0
195319,0
195321,0
195323,0
195324,0
195325,0
195326,0
195327,0
195328,0
195329,0
195336,0
195342,0
195343,0
195344,0
195346,0
195348,0
195349,0
195350,0
195353,0
195356,0
195359,0
195361,0
195362,0
195363,0
195365,0
195369,0
195373,0
195374,0
195376,0
195380,0
195381,0
195382,0
195385,0
195386,0
195388,0
195389,0
195390,0
195392,0
195393,0
195394,0
195396,0
195398,0
195399,0
195401,0
195404,0
195405,0
195406,0
195407,0
195408,0
195410,0
195412,0
195413,0
195414,0
195416,0
195420,0
195422,0
195423,0
195424,0
195425,0
195426,0
195430,0
195431,0
195437,0
195438,0
195439,0
195442,0
195443,0
195445,0
195446,0
195447,0
195449,0
195452,0
195454,0
195458,0
195459,0
195460,0
195463,0
195464,0
195466,0
195469,0
195471,0
195472,0
195473,0
195476,0
195477,0
195478,0
195480,0
195481,0
195482,0
195483,0
195484,0
195485,0
195486,0
195487,0
195488,0
195489,0
195490,0
195491,0
195492,0
195493,0
195494,0
195496,0
195497,0
195498,0
195499,0
195500,0
195501,0
195502,0
195504,0
195505,0
195506,0
195507,0
195508,0
195509,0
195510,0
195512,0
195513,0
195515,0
195516,0
195517,0
195518,0
195519,0
195520,0
195522,0
195523,0
195524,0
195525,0
195526,0
195527,0
195528,0
195529,0
195530,0
195531,0
195532,0
195533,0
195535,0
195536,0
195537,0
195538,0
195539,0
195541,0
195542,0
195543,0
195544,0
195545,0
195546,0
195547,0
195550,0
195551,0
195552,0
195553,0
195554,0
195555,0
195556,0
195557,0
195558,0
195559,0
195560,0
195561,0
195562,0
195563,0
195564,0
195565,0
195566,0
195567,0
195568,0
195570,0
195571,0
195572,0
195573,0
195574,0
195575,0
195577,0
195578,0
195579,0
195580,0
195582,0
195583,0
195584,0
195585,0
195588,0
195589,0
195590,0
195592,0
195593,0
195594,0
195596,0
195597,0
195598,0
195599,0
195600,0
195601,0
195602,0
195603,0
195604,0
195605,0
195606,0
195608,0
195610,0
195611,0
195612,0
195613,0
195614,0
195615,0
195617,0
195618,0
195619,0
195620,0
195621,0
195622,0
195623,0
195624,0
195625,0
195628,0
195629,0
195630,0
195631,0
195632,0
195633,0
195635,0
195636,0
195637,0
195638,0
195639,0
195640,0
195641,0
205003,0
205004,0
205006,0
205011,0
205012,0
205018,0
205020,0
205031,0
205051,0
205052,0
205053,0
205054,0
205060,0
205062,0
205063,0
205064,0
205065,0
205067,0
205068,0
205069,0
205070,0
205072,0
205074,0
205075,0
205076,0
205077,0
205078,0
205079,0
205080,0
205082,0
205083,0
205085,0
205086,0
205090,0
205091,0
205095,0
205097,0
205098,0
205099,0
205100,0
205101,0
205103,0
205105,0
205106,0
205108,0
205109,0
205112,0
205113,0
205114,0
205115,0
205116,0
205117,0
205118,0
205120,0
205121,0
205122,0
205123,0
205124,0
205126,0
205127,0
205128,0
205129,0
205131,0
205132,0
205133,0
205134,0
205136,0
205137,0
205138,0
205139,0
205140,0
205143,0
205145,0
205146,0
205149,0
205151,0
